GLI Code,Country,UOM Macro,Incoterm,EU001 OC,DS OC
121801_C,Chile,FGCD1445,CPT,USD,CLP
121801_C,Chile,FGCD1445,CPT,USD,CLP
121801_C,Chile,FGCD1445,CPT,USD,CLP
12227_C,Brazil,FGCD1445,DAP,USD,BRL
12227_C,Colombia,FGCD1445,DAP,USD,COP
12227_C,Colombia,FGCD1445,DAP,USD,COP
12273_C,Argentina,FGCD1445,DAP,ARS,USD
123183_C,Mexico,FGCD1445,DAP,USD,MXN
1232_C,Brazil,FGCD1445,CPT,EUR,BRL
1232_C,Brazil,FGCD1445,DAP,EUR,BRL
1232_C,Brazil,FGCD1445,FCA,USD,BRL
1232_C,Brazil,FGCD1445,FCA,EUR,BRL
1232_C,Brazil,FGCD1445,FCA,USD,BRL
1232_C,Argentina,FGCD1445,DAP,ARS,USD
1232_C,Argentina,FGCD1445,FCA,ARS,USD
1232_C,Argentina,FGCD1445,DAP,ARS,USD
1232_C,Colombia,FGCD1445,DAP,EUR,COP
1232_C,Colombia,FGCD1445,DAP,USD,COP
1232_C,Colombia,FGCD1445,DAP,EUR,COP
1232_C,Colombia,FGCD1445,DAP,USD,COP
123338_C,Brazil,FGCD1445,FCA,USD,BRL
123338_C,Brazil,FGCD1445,DAP,USD,BRL
123338_C,Argentina,FGCD1445,DAP,BRL,USD
123338_C,Argentina,FGCD1445,DAP,ARS,USD
123475_C,Argentina,FGCD1445,DAP,ARS,USD
123481_C,Argentina,FGCD1445,DAP,ARS,USD
123481_C,Argentina,FGCD1445,DAP,ARS,USD
123481_C,Colombia,FGCD1445,DAP,USD,COP
123481_C,Colombia,FGCD1445,CPT,USD,COP
123481_C,Colombia,FGCD1445,DAP,USD,COP
123532_C,Colombia,FGCD1445,DAP,USD,COP
124484_C,CostaRica,FGCD1445,DAP,USD,CRC
12554_C,Bolivia,FGCD1445,DAP,USD,BOB
128284_C,Mexico,FGCD1445,DAP,USD,MXN
12875_C,Brazil,FGCD1445,DAP,EUR,BRL
12875_C,Brazil,FGCD1445,FCA,USD,BRL
12885_C,Argentina,FGCD1445,DAP,ARS,PYG
12885_C,Argentina,FGCD1445,DAP,ARS,PYG
12885_C,Colombia,FGCD1445,CPT,USD,COP
12885_C,Colombia,FGCD1445,CPT,USD,COP
12885_C,Colombia,FGCD1445,DAP,USD,COP
12920_C,Brazil,FGCD1445,FCA,USD,BRL
12920_C,Brazil,FGCD1445,CPT,USD,BRL
12920_C,Brazil,FGCD1445,DAP,USD,BRL
12920_C,Brazil,FGCD1445,FCA,USD,BRL
12920_C,Brazil,FGCD1445,DAP,USD,BRL
12920_C,Argentina,FGCD1445,DAP,ARS,USD
12920_C,Argentina,FGCD1445,DAP,ARS,USD
12920_C,Colombia,FGCD1445,CPT,USD,COP
12945_C,Brazil,FGCD1445,FCA,USD,BRL
12969_C,Brazil,FGCD1445,DAP,USD,BRL
12994_C,Colombia,FGCD1445,DAP,USD,COP
133141_C,Colombia,FGCD1445,DAP,USD,COP
13388_C,Brazil,FGCD1445,FCA,USD,BRL
13388_C,Brazil,FGCD1445,FCA,USD,BRL
13388_C,Colombia,FGCD1445,CPT,USD,COP
13388_C,Colombia,FGCD1445,DAP,USD,COP
136020_C,Brazil,FGCD1445,FCA,USD,BRL
137316_C,CostaRica,FGCD1445,DAP,CRC,USD
137342_C,Colombia,FGCD1445,DAP,USD,COP
137364_C,Brazil,FGCD1445,DAP,USD,BRL
137385_C,CostaRica,FGCD1445,DAP,USD,CRC
13740_C,Colombia,FGCD1445,DAP,USD,COP
137410_C,CostaRica,FGCD1445,DAP,USD,CRC
13742_C,Brazil,FGCD1445,DAP,USD,BRL
137482_C,CostaRica,FGCD1445,DAP,USD,CRC
13767_C,Brazil,FGCD1445,FCA,USD,BRL
13769_C,Brazil,FGCD1445,FCA,USD,BRL
13769_C,Brazil,FGCD1445,FCA,USD,BRL
137725_C,ElSalvador,FGCD1445,FCA,EUR,USD
137810_C,CostaRica,FGCD1445,DAP,USD,CRC
13819_C,Brazil,FGCD1445,DAP,USD,BRL
13833_C,Colombia,FGCD1445,DAP,USD,COP
146676_C,Brazil,FGCD1445,FCA,USD,BRL
147391_C,Brazil,FGCD1445,FCA,USD,BRL
149015_C,Brazil,FGCD1445,DAP,USD,BRL
149015_C,Brazil,FGCD1445,DAP,USD,BRL
151731_C,Colombia,FGCD1445,CPT,USD,COP
151731_C,Colombia,FGCD1445,DAP,USD,COP
153342_C,Brazil,FGCD1445,DAP,USD,BRL
155320_C,Argentina,FGCD1445,DAP,ARS,USD
155320_C,Argentina,FGCD1445,DAP,ARS,USD
155320_C,Argentina,FGCD1445,FCA,USD,ARS
155462_C,Colombia,FGCD1445,CPT,USD,COP
156330_C,Brazil,FGCD1445,FCA,USD,BRL
156330_C,Brazil,FGCD1445,DAP,USD,BRL
156330_C,Brazil,FGCD1445,FCA,USD,BRL
156330_C,Brazil,FGCD1445,DAP,USD,BRL
15762_C,Brazil,FGCD1445,DAP,USD,BRL
15766_C,Brazil,FGCD1445,FCA,USD,BRL
15766_C,Brazil,FGCD1445,FCA,USD,BRL
15783_C,Brazil,FGCD1445,FCA,USD,BRL
15783_C,Brazil,FGCD1445,DAP,USD,BRL
15842_C,Brazil,FGCD1445,FCA,USD,BRL
160133_C,Colombia,FGCD1445,DAP,USD,COP
160138_C,Colombia,FGCD1445,CPT,USD,COP
160140_C,Colombia,FGCD1445,CPT,USD,COP
160773_C,Brazil,FGCD1445,DAP,USD,BRL
160773_C,Brazil,FGCD1445,DAP,USD,BRL
160773_C,Colombia,FGCD1445,DAP,USD,COP
160774_C,Brazil,FGCD1445,DAP,USD,BRL
160774_C,Brazil,FGCD1445,DAP,USD,BRL
161539_C,Brazil,FGCD1445,DAP,USD,BRL
161539_C,Colombia,FGCD1445,DAP,USD,COP
161541_C,Colombia,FGCD1445,CPT,USD,COP
162035_C,Colombia,FGCD1445,DAP,USD,COP
164720_C,Brazil,FGCD1445,DAP,USD,BRL
164720_C,Brazil,FGCD1445,DAP,USD,BRL
164780_C,Brazil,FGCD1445,DAP,USD,BRL
164781_C,Brazil,FGCD1445,FCA,USD,BRL
164781_C,Brazil,FGCD1445,DAP,USD,BRL
164957_C,Brazil,FGCD1445,DAP,USD,BRL
1650_C,Chile,FGCD1445,CPT,USD,CLP
1650_C,Chile,FGCD1445,DAP,USD,CLP
166170_C,Brazil,FGCD1445,FCA,USD,BRL
166761_C,Brazil,FGCD1445,DAP,USD,BRL
166761_C,Colombia,FGCD1445,DAP,USD,COP
167779_C,Brazil,FGCD1445,FCA,USD,BRL
169151_C,Colombia,FGCD1445,FCA,USD,COP
169151_C,Colombia,FGCD1445,DAP,USD,COP
169984_C,Mexico,FGCD1445,DAP,USD,MXN
169984_C,Argentina,FGCD1445,DAP,ARS,USD
172813_C,Brazil,FGCD1445,FCA,USD,BRL
173326_C,Colombia,FGCD1445,DAP,USD,COP
173390_C,Colombia,FGCD1445,DAP,EUR,COP
173807_C,Argentina,FGCD1445,DAP,USD,ARS
174120_C,Brazil,FGCD1445,DAP,USD,BRL
17465_C,Brazil,FGCD1445,DAP,USD,BRL
17470_C,Brazil,FGCD1445,FCA,USD,BRL
175925_C,Brazil,FGCD1445,FCA,USD,BRL
175925_C,Mexico,FGCD1445,CPT,EUR,MXN
176112_C,Chile,FGCD1445,DAP,USD,CLP
176112_C,Chile,FGCD1445,DAP,USD,CLP
176114_C,Chile,FGCD1445,DAP,USD,CLP
176114_C,Chile,FGCD1445,CPT,EUR,CLP
176114_C,Chile,FGCD1445,DAP,USD,CLP
178593_C,Brazil,FGCD1445,DAP,USD,BRL
179493_C,Chile,FGCD1445,DAP,USD,CLP
179493_C,Colombia,FGCD1445,DAP,COP,USD
179907_C,Mexico,FGCD1445,DAP,USD,EUR
180008_C,Argentina,FGCD1445,FCA,BRL,USD
180009_C,Colombia,FGCD1445,CPT,USD,COP
180009_C,Colombia,FGCD1445,DAP,USD,COP
180009_C,Colombia,FGCD1445,CPT,USD,COP
180009_C,Colombia,FGCD1445,DAP,USD,COP
180991_C,Brazil,FGCD1445,DAP,USD,BRL
180991_C,Colombia,FGCD1445,DAP,USD,COP
18166_C,Brazil,FGCD1445,FCA,USD,BRL
18166_C,Brazil,FGCD1445,FCA,USD,BRL
18174_C,Brazil,FGCD1445,FCA,USD,BRL
18174_C,Brazil,FGCD1445,FCA,USD,BRL
18174_C,Brazil,FGCD1445,FCA,USD,BRL
18174_C,Argentina,FGCD1445,DAP,ARS,USD
18174_C,Argentina,FGCD1445,DAP,ARS,USD
18181_C,Brazil,FGCD1445,FCA,USD,BRL
18188_C,Brazil,FGCD1445,FCA,USD,BRL
18218_C,Brazil,FGCD1445,FCA,USD,BRL
183067_C,Brazil,FGCD1445,FCA,USD,BRL
183067_C,Brazil,FGCD1445,FCA,USD,BRL
18468_C,Colombia,FGCD1445,DAP,USD,COP
18469_C,Brazil,FGCD1445,FCA,USD,BRL
185759_C,Brazil,FGCD1445,DAP,USD,BRL
18583_C,Brazil,FGCD1445,FCA,USD,BRL
1859_C,Argentina,FGCD1445,FCA,BRL,USD
1859_C,Chile,FGCD1445,CPT,USD,CLP
1859_C,Chile,FGCD1445,CPT,USD,CLP
1860_C,Argentina,FGCD1445,DAP,ARS,USD
18623_C,Brazil,FGCD1445,DAP,USD,BRL
18636_C,Brazil,FGCD1445,FCA,USD,BRL
18708_C,Brazil,FGCD1445,DAP,USD,BRL
187229_C,Brazil,FGCD1445,DAP,USD,BRL
187459_C,Brazil,FGCD1445,FCA,USD,BRL
187459_C,Brazil,FGCD1445,DAP,USD,BRL
1874_C,Brazil,FGCD1445,FCA,USD,BRL
1877_C,Argentina,FGCD1445,DAP,ARS,USD
1877_C,Argentina,FGCD1445,DAP,ARS,USD
1877_C,Argentina,FGCD1445,DAP,ARS,USD
18821_C,Brazil,FGCD1445,FCA,USD,BRL
1899_C,Chile,FGCD1445,CPT,USD,CLP
1899_C,Chile,FGCD1445,CPT,USD,CLP
19042_C,Brazil,FGCD1445,FCA,USD,BRL
191317_C,Colombia,FGCD1445,DAP,USD,COP
191320_C,Mexico,FGCD1445,FCA,USD,MXN
19170_C,Brazil,FGCD1445,DAP,USD,BRL
19170_C,Brazil,FGCD1445,DAP,USD,BRL
191908_C,Brazil,FGCD1445,FCA,USD,BRL
191908_C,Brazil,FGCD1445,DAP,USD,BRL
191908_C,Colombia,FGCD1445,DAP,USD,COP
19199_C,Chile,FGCD1445,DAP,USD,CLP
19242_C,Mexico,FGCD1445,DAP,USD,MXN
19243_C,Brazil,FGCD1445,DAP,USD,BRL
193368_C,Chile,FGCD1445,DAP,USD,CLP
19384_C,Brazil,FGCD1445,CPT,EUR,USD
19384_C,Argentina,FGCD1445,CPT,USD,EUR
19384_C,Argentina,FGCD1445,DAP,USD,ARS
194612_C,Colombia,FGCD1445,CPT,USD,COP
194612_C,Colombia,FGCD1445,DAP,USD,COP
19516_C,Brazil,FGCD1445,FCA,USD,BRL
196053_C,Colombia,FGCD1445,DAP,USD,COP
197627_C,Mexico,FGCD1445,DAP,USD,MXN
197627_C,Mexico,FGCD1445,DAP,USD,MXN
197627_C,Colombia,FGCD1445,DAP,USD,COP
197627_C,Colombia,FGCD1445,DAP,USD,COP
200340_C,Colombia,FGCD1445,DAP,USD,COP
20235_C,Brazil,FGCD1445,FCA,USD,BRL
20235_C,Brazil,FGCD1445,FCA,USD,BRL
203176_C,Brazil,FGCD1445,DAP,USD,BRL
203176_C,Brazil,FGCD1445,DAP,USD,BRL
203176_C,Colombia,FGCD1445,DAP,USD,COP
203567_C,Colombia,FGCD1445,DAP,USD,COP
203571_C,Colombia,FGCD1445,FCA,USD,COP
204182_C,Colombia,FGCD1445,FCA,BRL,COP
204182_C,Colombia,FGCD1445,FCA,USD,COP
204225_C,Argentina,FGCD1445,DAP,ARS,USD
204225_C,Argentina,FGCD1445,DAP,ARS,USD
204227_C,Brazil,FGCD1445,DAP,USD,BRL
204227_C,Argentina,FGCD1445,DAP,ARS,USD
204582_C,Argentina,FGCD1445,CPT,ARS,USD
204582_C,Argentina,FGCD1445,CPT,ARS,USD
204582_C,Colombia,FGCD1445,DAP,USD,COP
204582_C,Colombia,FGCD1445,DAP,USD,COP
204585_C,Colombia,FGCD1445,DAP,USD,COP
204585_C,Colombia,FGCD1445,DAP,USD,COP
204588_C,Colombia,FGCD1445,DAP,USD,COP
204588_C,Colombia,FGCD1445,DAP,USD,COP
204590_C,Colombia,FGCD1445,DAP,USD,COP
204590_C,Colombia,FGCD1445,DAP,USD,COP
205053_C,Brazil,FGCD1445,DAP,USD,BRL
205053_C,Chile,FGCD1445,CPT,USD,CLP
205053_C,Colombia,FGCD1445,DAP,USD,COP
207373_C,Chile,FGCD1445,CPT,USD,CLP
207373_C,Chile,FGCD1445,DAP,USD,CLP
212719_C,Colombia,FGCD1445,DAP,USD,COP
213552_C,Brazil,FGCD1445,FCA,USD,BRL
213552_C,Brazil,FGCD1445,FCA,USD,BRL
213552_C,Chile,FGCD1445,CPT,USD,CLP
213552_C,Chile,FGCD1445,DAP,USD,CLP
213552_C,Chile,FGCD1445,CPT,USD,CLP
213552_C,Colombia,FGCD1445,DAP,USD,COP
213552_C,Colombia,FGCD1445,DAP,USD,COP
213554_C,Brazil,FGCD1445,FCA,USD,BRL
213554_C,Brazil,FGCD1445,FCA,USD,BRL
213554_C,Chile,FGCD1445,DAP,USD,CLP
213554_C,Chile,FGCD1445,DAP,USD,CLP
21391_C,Colombia,FGCD1445,DAP,USD,COP
214242_C,Brazil,FGCD1445,DAP,USD,BRL
214242_C,Colombia,FGCD1445,CPT,USD,COP
214242_C,Colombia,FGCD1445,DAP,USD,COP
214242_C,Colombia,FGCD1445,DAP,USD,COP
215855_C,Brazil,FGCD1445,FCA,EUR,BRL
21734_C,Brazil,FGCD1445,FCA,USD,BRL
21734_C,Brazil,FGCD1445,FCA,EUR,BRL
21734_C,Brazil,FGCD1445,FCA,USD,BRL
21735_C,Brazil,FGCD1445,FCA,USD,BRL
21735_C,Brazil,FGCD1445,FCA,USD,BRL
21735_C,Brazil,FGCD1445,FCA,USD,BRL
21735_C,Chile,FGCD1445,DAP,USD,CLP
21740_C,Brazil,FGCD1445,FCA,USD,BRL
217950_C,Brazil,FGCD1445,FCA,USD,BRL
217950_C,Brazil,FGCD1445,FCA,USD,BRL
217950_C,Brazil,FGCD1445,FCA,USD,BRL
218933_C,Argentina,FGCD1445,FCA,ARS,USD
219106_C,Brazil,FGCD1445,FCA,USD,BRL
219485_C,Brazil,FGCD1445,DAP,USD,BRL
219489_C,Brazil,FGCD1445,FCA,USD,BRL
219491_C,Brazil,FGCD1445,DAP,USD,BRL
219491_C,Brazil,FGCD1445,DAP,USD,BRL
219491_C,Chile,FGCD1445,DAP,USD,CLP
219491_C,Chile,FGCD1445,DAP,USD,CLP
219491_C,Colombia,FGCD1445,DAP,USD,COP
220321_C,Brazil,FGCD1445,FCA,USD,BRL
220501_C,Brazil,FGCD1445,DAP,USD,BRL
221053_C,Brazil,FGCD1445,DAP,EUR,BRL
221053_C,Brazil,FGCD1445,DAP,USD,BRL
221053_C,Colombia,FGCD1445,DAP,USD,COP
221053_C,Colombia,FGCD1445,DAP,EUR,COP
221053_C,Colombia,FGCD1445,DAP,USD,COP
22135_C,Brazil,FGCD1445,FCA,EUR,BRL
222473_C,Colombia,FGCD1445,CPT,USD,COP
222473_C,Colombia,FGCD1445,DAP,USD,COP
222792_C,Colombia,FGCD1445,FCA,USD,COP
222794_C,Colombia,FGCD1445,FCA,USD,COP
224583_C,Brazil,FGCD1445,DAP,EUR,BRL
224583_C,Argentina,FGCD1445,DAP,EUR,ARS
224583_C,Colombia,FGCD1445,DAP,USD,COP
225016_C,Brazil,FGCD1445,FCA,USD,BRL
225016_C,Brazil,FGCD1445,DAP,USD,BRL
22555_C,Brazil,FGCD1445,FCA,USD,BRL
226053_C,Brazil,FGCD1445,FCA,USD,BRL
226053_C,Brazil,FGCD1445,FCA,USD,BRL
226137_C,Brazil,FGCD1445,DAP,BRL,USD
22625_C,Brazil,FGCD1445,DAP,USD,BRL
22645_C,Brazil,FGCD1445,FCA,EUR,BRL
227580_C,Argentina,FGCD1445,CPT,ARS,USD
227580_C,Argentina,FGCD1445,CPT,ARS,USD
227854_C,Brazil,FGCD1445,FCA,EUR,BRL
227854_C,Brazil,FGCD1445,DAP,EUR,BRL
227854_C,Mexico,FGCD1445,DAP,USD,MXN
227854_C,Argentina,FGCD1445,FCA,USD,EUR
227854_C,Argentina,FGCD1445,FCA,USD,EUR
227854_C,Brazil,FGCD1445,FCA,EUR,BRL
227854_C,Brazil,FGCD1445,DAP,EUR,BRL
227854_C,Chile,FGCD1445,FCA,EUR,USD
22864_C,Brazil,FGCD1445,DAP,USD,BRL
229889_C,Colombia,FGCD1445,DAP,USD,COP
23037_C,Brazil,FGCD1445,DAP,USD,BRL
23041_C,Brazil,FGCD1445,FCA,EUR,BRL
23041_C,Brazil,FGCD1445,FCA,USD,BRL
23061_C,Brazil,FGCD1445,FCA,USD,BRL
23061_C,Brazil,FGCD1445,DAP,USD,BRL
230909_C,Colombia,FGCD1445,CPT,USD,COP
232353_C,Colombia,FGCD1445,FCA,USD,COP
233375_C,Brazil,FGCD1445,FCA,USD,BRL
234901_C,Argentina,FGCD1445,FCA,BRL,ARS
234908_C,Colombia,FGCD1445,CPT,USD,COP
235031_C,Colombia,FGCD1445,CPT,USD,COP
235031_C,Colombia,FGCD1445,DAP,USD,COP
235993_C,Brazil,FGCD1445,FCA,USD,BRL
236539_C,Mexico,FGCD1445,FCA,USD,MXN
236772_C,Colombia,FGCD1445,FCA,USD,COP
238112_C,Brazil,FGCD1445,DAP,USD,BRL
25418_C,Brazil,FGCD1445,FCA,USD,BRL
25623_C,Chile,FGCD1445,DAP,USD,CLP
25623_C,Chile,FGCD1445,DAP,USD,CLP
25624_C,Chile,FGCD1445,DAP,USD,CLP
25624_C,Chile,FGCD1445,DAP,USD,CLP
25638_C,Brazil,FGCD1445,FCA,USD,BRL
25645_C,Brazil,FGCD1445,FCA,USD,BRL
25667_C,Brazil,FGCD1445,FCA,USD,BRL
25758_C,Brazil,FGCD1445,FCA,USD,BRL
25833_C,Brazil,FGCD1445,DAP,USD,BRL
25918_C,Brazil,FGCD1445,FCA,EUR,BRL
25918_C,Brazil,FGCD1445,FCA,USD,BRL
26210_C,Colombia,FGCD1445,DAP,USD,COP
26210_C,Colombia,FGCD1445,DAP,USD,COP
26511_C,Chile,FGCD1445,DAP,USD,CLP
26554_C,Brazil,FGCD1445,DAP,USD,BRL
26554_C,Brazil,FGCD1445,DAP,USD,BRL
26554_C,Chile,FGCD1445,DAP,USD,CLP
26554_C,Chile,FGCD1445,FCA,USD,CLP
26554_C,Chile,FGCD1445,DAP,USD,CLP
26554_C,Colombia,FGCD1445,DAP,EUR,COP
28195_C,Colombia,FGCD1445,DAP,USD,COP
28198_C,Brazil,FGCD1445,DAP,USD,BRL
28198_C,Brazil,FGCD1445,FCA,USD,BRL
28198_C,Brazil,FGCD1445,DAP,USD,BRL
28198_C,Colombia,FGCD1445,DAP,USD,COP
28198_C,Colombia,FGCD1445,DAP,USD,COP
29399_C,Brazil,FGCD1445,FCA,USD,BRL
29399_C,Brazil,FGCD1445,DAP,USD,BRL
29518_C,Brazil,FGCD1445,FCA,USD,BRL
29518_C,Chile,FGCD1445,CPT,USD,CLP
29518_C,Chile,FGCD1445,DAP,USD,CLP
29567_C,Chile,FGCD1445,CPT,USD,CLP
29597_C,Chile,FGCD1445,DAP,USD,CLP
29597_C,Chile,FGCD1445,DAP,USD,CLP
29602_C,Chile,FGCD1445,DAP,USD,CLP
29887_C,Chile,FGCD1445,FCA,USD,EUR
29887_C,Chile,FGCD1445,FCA,USD,EUR
29893_C,Chile,FGCD1445,DAP,USD,CLP
29893_C,Chile,FGCD1445,DAP,USD,CLP
29972_C,Chile,FGCD1445,FCA,USD,CLP
30094_C,Chile,FGCD1445,FCA,USD,CLP
30094_C,Chile,FGCD1445,DAP,USD,CLP
30116_C,Chile,FGCD1445,FCA,USD,CLP
30116_C,Chile,FGCD1445,DAP,USD,CLP
302_C,Argentina,FGCD1445,FCA,USD,ARS
302_C,Brazil,FGCD1445,CPT,EUR,BRL
302_C,Brazil,FGCD1445,DAP,EUR,BRL
30534_C,Chile,FGCD1445,DAP,USD,CLP
30534_C,Chile,FGCD1445,DAP,USD,CLP
30785_C,Chile,FGCD1445,DAP,USD,CLP
30785_C,Colombia,FGCD1445,DAP,USD,COP
30813_C,Chile,FGCD1445,DAP,USD,CLP
30827_C,Chile,FGCD1445,DAP,USD,CLP
30827_C,Chile,FGCD1445,DAP,USD,CLP
30962_C,Brazil,FGCD1445,FCA,USD,BRL
30962_C,Argentina,FGCD1445,DAP,ARS,USD
30962_C,Chile,FGCD1445,DAP,EUR,CLP
30962_C,Chile,FGCD1445,DAP,USD,CLP
311_C,Colombia,FGCD1445,CPT,USD,COP
31263_C,Chile,FGCD1445,DAP,USD,CLP
31301_C,Brazil,FGCD1445,FCA,USD,BRL
31314_C,Chile,FGCD1445,DAP,USD,CLP
31314_C,Chile,FGCD1445,DAP,USD,CLP
31330_C,Chile,FGCD1445,DAP,USD,CLP
31330_C,Chile,FGCD1445,DAP,USD,CLP
31334_C,Chile,FGCD1445,DAP,USD,CLP
31334_C,Chile,FGCD1445,DAP,USD,CLP
31387_C,Brazil,FGCD1445,FCA,USD,BRL
31393_C,Chile,FGCD1445,DAP,USD,CLP
31420_C,Colombia,FGCD1445,DAP,USD,COP
31457_C,Colombia,FGCD1445,DAP,USD,COP
31531_C,Chile,FGCD1445,DAP,USD,CLP
31557_C,Brazil,FGCD1445,FCA,USD,BRL
31567_C,Chile,FGCD1445,DAP,USD,CLP
315_C,Chile,FGCD1445,FCA,USD,CLP
315_C,Chile,FGCD1445,CPT,USD,CLP
315_C,Chile,FGCD1445,CPT,USD,CLP
315_C,Colombia,FGCD1445,CPT,USD,COP
315_C,Colombia,FGCD1445,DAP,USD,COP
31640_C,Chile,FGCD1445,DAP,USD,CLP
31662_C,Chile,FGCD1445,DAP,USD,CLP
31662_C,Chile,FGCD1445,DAP,USD,CLP
31674_C,Chile,FGCD1445,DAP,USD,CLP
31674_C,Chile,FGCD1445,DAP,USD,CLP
31956_C,Argentina,FGCD1445,DAP,ARS,USD
31956_C,Argentina,FGCD1445,DAP,ARS,USD
31965_C,Chile,FGCD1445,DAP,USD,CLP
31965_C,Chile,FGCD1445,DAP,USD,CLP
32023_C,Chile,FGCD1445,FCA,USD,CLP
32023_C,Chile,FGCD1445,DAP,USD,CLP
32023_C,Chile,FGCD1445,DAP,USD,CLP
32026_C,Colombia,FGCD1445,DAP,USD,COP
32027_C,Chile,FGCD1445,CPT,USD,CLP
32116_C,Brazil,FGCD1445,DAP,USD,BRL
32116_C,Brazil,FGCD1445,FCA,USD,BRL
32116_C,Brazil,FGCD1445,DAP,USD,BRL
32158_C,Chile,FGCD1445,CPT,USD,CLP
32218_C,Chile,FGCD1445,CPT,USD,CLP
32218_C,Chile,FGCD1445,CPT,USD,CLP
32220_C,Chile,FGCD1445,CPT,USD,CLP
32220_C,Chile,FGCD1445,CPT,USD,CLP
32220_C,Chile,FGCD1445,CPT,USD,CLP
32224_C,Chile,FGCD1445,DAP,USD,CLP
32225_C,Chile,FGCD1445,DAP,USD,CLP
322_C,Colombia,FGCD1445,CPT,USD,COP
322_C,Colombia,FGCD1445,DAP,USD,COP
322_C,Colombia,FGCD1445,CPT,USD,COP
32329_C,Chile,FGCD1445,CPT,USD,CLP
32363_C,Brazil,FGCD1445,DAP,USD,BRL
32363_C,Brazil,FGCD1445,DAP,USD,BRL
32387_C,Chile,FGCD1445,CPT,USD,CLP
32387_C,Chile,FGCD1445,DAP,USD,CLP
32490_C,Chile,FGCD1445,DAP,USD,CLP
328_C,Argentina,FGCD1445,DAP,ARS,EUR
328_C,Ecuador,FGCD1445,CPT,EUR,USD
328_C,Bolivia,FGCD1445,DAP,EUR,USD
328_C,Argentina,FGCD1445,DAP,ARS,EUR
328_C,Colombia,FGCD1445,DAP,EUR,COP
330_C,Chile,FGCD1445,DAP,USD,CLP
330_C,Colombia,FGCD1445,DAP,USD,COP
339_C,Brazil,FGCD1445,DAP,USD,BRL
339_C,Brazil,FGCD1445,DAP,USD,BRL
339_C,Brazil,FGCD1445,DAP,USD,BRL
339_C,Brazil,FGCD1445,FCA,USD,BRL
339_C,Brazil,FGCD1445,FCA,USD,BRL
339_C,Brazil,FGCD1445,DAP,USD,BRL
339_C,Chile,FGCD1445,DAP,BRL,CLP
339_C,Colombia,FGCD1445,DAP,USD,COP
340_C,Argentina,FGCD1445,CPT,ARS,USD
343_C,Chile,FGCD1445,CPT,USD,CLP
343_C,Chile,FGCD1445,CPT,USD,CLP
344_C,Chile,FGCD1445,DAP,USD,CLP
345_C,Brazil,FGCD1445,FCA,USD,BRL
351_C,Brazil,FGCD1445,FCA,USD,BRL
351_C,Brazil,FGCD1445,DAP,USD,BRL
351_C,Brazil,FGCD1445,FCA,USD,BRL
351_C,Colombia,FGCD1445,CPT,USD,COP
363_C,Argentina,FGCD1445,DAP,ARS,USD
363_C,Argentina,FGCD1445,DAP,ARS,USD
374_C,Brazil,FGCD1445,DAP,EUR,BRL
374_C,Brazil,FGCD1445,DAP,EUR,BRL
374_C,Colombia,FGCD1445,DAP,USD,COP
377_C,Argentina,FGCD1445,DAP,ARS,USD
377_C,Argentina,FGCD1445,DAP,ARS,USD
38067_C,Brazil,FGCD1445,FCA,USD,BRL
381_C,Brazil,FGCD1445,FCA,USD,BRL
381_C,Brazil,FGCD1445,DAP,USD,BRL
381_C,Brazil,FGCD1445,FCA,USD,BRL
381_C,Brazil,FGCD1445,DAP,USD,BRL
385_C,Colombia,FGCD1445,DAP,USD,COP
386_C,Argentina,FGCD1445,FCA,ARS,USD
38782_C,Mexico,FGCD1445,DAP,MXN,EUR
38866_C,Argentina,FGCD1445,DAP,ARS,USD
38902_C,Mexico,FGCD1445,DAP,MXN,USD
39027_C,Brazil,FGCD1445,FCA,USD,BRL
39027_C,Colombia,FGCD1445,DAP,USD,COP
39027_C,Colombia,FGCD1445,DAP,USD,COP
39030_C,Brazil,FGCD1445,FCA,USD,BRL
39053_C,Chile,FGCD1445,DAP,USD,CLP
39053_C,Chile,FGCD1445,DAP,USD,CLP
390_C,Colombia,FGCD1445,DAP,USD,COP
39151_C,Mexico,FGCD1445,DAP,MXN,USD
391_C,Brazil,FGCD1445,FCA,USD,BRL
391_C,Brazil,FGCD1445,FCA,USD,BRL
398_C,Argentina,FGCD1445,DAP,ARS,USD
3996_C,Argentina,FGCD1445,DAP,ARS,USD
402_C,Argentina,FGCD1445,DAP,ARS,USD
402_C,Colombia,FGCD1445,CPT,USD,COP
407_C,Brazil,FGCD1445,CPT,USD,BRL
407_C,Brazil,FGCD1445,DAP,USD,BRL
407_C,Brazil,FGCD1445,DAP,USD,BRL
407_C,Chile,FGCD1445,DAP,USD,CLP
407_C,Chile,FGCD1445,DAP,EUR,CLP
407_C,Chile,FGCD1445,DAP,USD,CLP
407_C,Colombia,FGCD1445,CPT,USD,COP
407_C,Colombia,FGCD1445,DAP,USD,COP
407_C,Colombia,FGCD1445,CPT,USD,COP
407_C,Colombia,FGCD1445,DAP,USD,COP
417_C,Argentina,FGCD1445,CPT,BRL,USD
417_C,Brazil,FGCD1445,FCA,USD,BRL
45572_C,Brazil,FGCD1445,FCA,USD,BRL
47667_C,Colombia,FGCD1445,DAP,USD,COP
47745_C,Chile,FGCD1445,DAP,USD,CLP
47745_C,Chile,FGCD1445,DAP,USD,CLP
47809_C,Colombia,FGCD1445,DAP,USD,COP
