GLI Code,Country,UOM Macro,Incoterm,EU001 OC,DS OC
47810_C,Colombia,FGCD1445,DAP,USD,COP
47826_C,Brazil,FGCD1445,DAP,USD,BRL
47925_C,Colombia,FGCD1445,DAP,USD,COP
47926_C,Colombia,FGCD1445,DAP,USD,COP
47934_C,Brazil,FGCD1445,FCA,USD,BRL
47934_C,Chile,FGCD1445,DAP,USD,CLP
48106_C,Colombia,FGCD1445,DAP,USD,COP
48242_C,Colombia,FGCD1445,DAP,USD,COP
48280_C,Colombia,FGCD1445,DAP,USD,COP
48284_C,Chile,FGCD1445,CPT,USD,CLP
48286_C,Brazil,FGCD1445,FCA,USD,BRL
48286_C,Colombia,FGCD1445,DAP,USD,COP
48298_C,Colombia,FGCD1445,DAP,USD,COP
48303_C,Argentina,FGCD1445,DAP,ARS,USD
48309_C,Colombia,FGCD1445,DAP,USD,COP
48329_C,Colombia,FGCD1445,DAP,USD,COP
48342_C,Colombia,FGCD1445,DAP,USD,COP
48445_C,Colombia,FGCD1445,CPT,USD,COP
48445_C,Colombia,FGCD1445,DAP,USD,COP
48499_C,Colombia,FGCD1445,DAP,USD,COP
48500_C,Colombia,FGCD1445,DAP,USD,COP
48507_C,Colombia,FGCD1445,DAP,USD,COP
48513_C,Colombia,FGCD1445,DAP,USD,COP
48516_C,Colombia,FGCD1445,CPT,USD,COP
48518_C,Colombia,FGCD1445,CPT,USD,COP
48518_C,Colombia,FGCD1445,DAP,USD,COP
48527_C,Colombia,FGCD1445,DAP,USD,COP
48536_C,Chile,FGCD1445,CPT,USD,CLP
48536_C,Chile,FGCD1445,CPT,USD,CLP
48536_C,Colombia,FGCD1445,DAP,USD,COP
48548_C,Argentina,FGCD1445,FCA,BRL,ARS
48548_C,Colombia,FGCD1445,FCA,USD,COP
48548_C,Colombia,FGCD1445,CPT,USD,COP
48560_C,Colombia,FGCD1445,DAP,USD,COP
48563_C,Colombia,FGCD1445,DAP,USD,COP
48566_C,Colombia,FGCD1445,DAP,USD,COP
48570_C,Colombia,FGCD1445,DAP,USD,COP
48573_C,Colombia,FGCD1445,DAP,USD,COP
48644_C,Colombia,FGCD1445,DAP,USD,COP
48701_C,Colombia,FGCD1445,CPT,USD,COP
48828_C,Colombia,FGCD1445,CPT,USD,COP
48828_C,Colombia,FGCD1445,DAP,USD,COP
48829_C,Brazil,FGCD1445,FCA,USD,BRL
48829_C,Brazil,FGCD1445,CPT,USD,BRL
48899_C,Colombia,FGCD1445,CPT,USD,COP
48974_C,Colombia,FGCD1445,DAP,USD,COP
49219_C,Colombia,FGCD1445,DAP,USD,COP
49816_C,Colombia,FGCD1445,DAP,USD,COP
49816_C,Colombia,FGCD1445,DAP,USD,COP
50483_C,Chile,FGCD1445,CPT,USD,CLP
50483_C,Chile,FGCD1445,CPT,USD,CLP
52458_C,Brazil,FGCD1445,FCA,USD,BRL
524_C,Brazil,FGCD1445,FCA,USD,BRL
52682_C,Brazil,FGCD1445,DAP,USD,BRL
52682_C,Colombia,FGCD1445,DAP,USD,COP
52948_C,Brazil,FGCD1445,FCA,USD,BRL
533_C,Brazil,FGCD1445,DAP,USD,BRL
533_C,Brazil,FGCD1445,DAP,USD,BRL
533_C,Chile,FGCD1445,DAP,USD,CLP
53567_C,Chile,FGCD1445,DAP,USD,CLP
53567_C,Chile,FGCD1445,DAP,USD,CLP
543941_C,Brazil,FGCD1445,FCA,USD,BRL
543941_C,Brazil,FGCD1445,FCA,USD,BRL
544803_C,Colombia,FGCD1445,DAP,USD,COP
544803_C,Colombia,FGCD1445,DAP,USD,COP
545044_C,Chile,FGCD1445,DAP,USD,CLP
545044_C,Chile,FGCD1445,DAP,USD,CLP
545045_C,Chile,FGCD1445,DAP,USD,CLP
545046_C,Chile,FGCD1445,DAP,EUR,CLP
545046_C,Chile,FGCD1445,DAP,USD,CLP
545050_C,Chile,FGCD1445,DAP,USD,CLP
547069_C,Brazil,FGCD1445,FCA,USD,BRL
547093_C,Brazil,FGCD1445,FCA,USD,BRL
547093_C,Brazil,FGCD1445,DAP,USD,BRL
547693_C,Brazil,FGCD1445,CPT,USD,BRL
547693_C,Brazil,FGCD1445,DAP,USD,BRL
549316_C,Brazil,FGCD1445,DAP,USD,BRL
549320_C,Brazil,FGCD1445,DAP,USD,BRL
549320_C,Brazil,FGCD1445,DAP,USD,BRL
549704_C,Brazil,FGCD1445,DAP,USD,BRL
549722_C,Brazil,FGCD1445,FCA,EUR,BRL
550157_C,Argentina,FGCD1445,FCA,USD,ARS
550157_C,Colombia,FGCD1445,CPT,USD,COP
550439_C,Brazil,FGCD1445,FCA,USD,BRL
550440_C,Brazil,FGCD1445,DAP,USD,BRL
550447_C,Brazil,FGCD1445,FCA,USD,BRL
550502_C,Brazil,FGCD1445,DAP,EUR,BRL
550879_C,Colombia,FGCD1445,FCA,USD,COP
551581_C,Brazil,FGCD1445,FCA,USD,BRL
551948_C,Chile,FGCD1445,CPT,USD,CLP
552861_C,Colombia,FGCD1445,DAP,USD,COP
553338_C,Colombia,FGCD1445,DAP,USD,COP
554048_C,Brazil,FGCD1445,CPT,USD,EUR
554048_C,Brazil,FGCD1445,DAP,USD,BRL
554048_C,Brazil,FGCD1445,FCA,USD,BRL
554048_C,Brazil,FGCD1445,CPT,USD,EUR
554048_C,Colombia,FGCD1445,DAP,USD,COP
554048_C,Colombia,FGCD1445,CPT,USD,COP
554048_C,Colombia,FGCD1445,DAP,USD,COP
554380_C,Brazil,FGCD1445,DAP,USD,BRL
555685_C,Brazil,FGCD1445,FCA,USD,BRL
555687_C,Brazil,FGCD1445,DAP,USD,BRL
555803_C,Colombia,FGCD1445,FCA,USD,COP
555991_C,Brazil,FGCD1445,DAP,USD,BRL
555991_C,Chile,FGCD1445,DAP,USD,CLP
555991_C,Chile,FGCD1445,DAP,USD,CLP
555991_C,Colombia,FGCD1445,DAP,USD,COP
557213_C,Brazil,FGCD1445,FCA,USD,BRL
558024_C,Chile,FGCD1445,DAP,USD,CLP
55890_C,Brazil,FGCD1445,DAP,USD,BRL
55890_C,Brazil,FGCD1445,DAP,USD,BRL
55890_C,Colombia,FGCD1445,DAP,EUR,COP
55890_C,Colombia,FGCD1445,DAP,USD,COP
559544_C,Colombia,FGCD1445,CPT,USD,COP
559661_C,Brazil,FGCD1445,FCA,USD,BRL
559662_C,Colombia,FGCD1445,FCA,USD,COP
559662_C,Colombia,FGCD1445,DAP,USD,COP
559814_C,Argentina,FGCD1445,FCA,ARS,USD
559814_C,Brazil,FGCD1445,DAP,USD,BRL
559814_C,Colombia,FGCD1445,CPT,USD,COP
559814_C,Colombia,FGCD1445,DAP,USD,COP
561034_C,Colombia,FGCD1445,DAP,USD,COP
562_C,Bolivia,FGCD1445,DAP,USD,BOB
562_C,Colombia,FGCD1445,DAP,EUR,COP
562_C,Colombia,FGCD1445,DAP,EUR,COP
563230_C,Colombia,FGCD1445,DAP,USD,COP
563544_C,Colombia,FGCD1445,DAP,USD,COP
563546_C,Brazil,FGCD1445,FCA,USD,BRL
563546_C,Brazil,FGCD1445,DAP,USD,BRL
563546_C,Brazil,FGCD1445,FCA,USD,BRL
563546_C,Brazil,FGCD1445,FCA,USD,BRL
563546_C,Brazil,FGCD1445,DAP,USD,BRL
563546_C,Colombia,FGCD1445,CPT,USD,COP
563546_C,Colombia,FGCD1445,DAP,USD,COP
563548_C,Colombia,FGCD1445,DAP,USD,COP
563710_C,Chile,FGCD1445,FCA,USD,CLP
563710_C,Chile,FGCD1445,DAP,USD,CLP
563712_C,Chile,FGCD1445,FCA,USD,CLP
563712_C,Chile,FGCD1445,DAP,USD,CLP
563842_C,Brazil,FGCD1445,FCA,USD,BRL
563842_C,Brazil,FGCD1445,DAP,USD,BRL
563842_C,Chile,FGCD1445,FCA,USD,CLP
563842_C,Chile,FGCD1445,CPT,USD,CLP
563842_C,Chile,FGCD1445,DAP,USD,CLP
564204_C,Chile,FGCD1445,FCA,CLP,USD
564755_C,Colombia,FGCD1445,DAP,USD,COP
567354_C,Colombia,FGCD1445,CPT,USD,COP
567698_C,Chile,FGCD1445,DAP,USD,CLP
567698_C,CostaRica,FGCD1445,DAP,CRC,USD
567698_C,Colombia,FGCD1445,DAP,USD,COP
568473_C,Colombia,FGCD1445,FCA,USD,COP
569444_C,Chile,FGCD1445,FCA,USD,EUR
569444_C,Colombia,FGCD1445,DAP,USD,COP
572749_C,Brazil,FGCD1445,FCA,USD,BRL
572749_C,Brazil,FGCD1445,DAP,USD,BRL
572749_C,Brazil,FGCD1445,FCA,USD,BRL
572749_C,Colombia,FGCD1445,DAP,USD,COP
572899_C,Chile,FGCD1445,FCA,USD,CLP
57411_C,Chile,FGCD1445,FCA,USD,EUR
576300_C,Colombia,FGCD1445,DAP,USD,COP
576346_C,Colombia,FGCD1445,DAP,USD,COP
576364_C,Colombia,FGCD1445,DAP,USD,COP
577328_C,Argentina,FGCD1445,FCA,ARS,USD
577328_C,Chile,FGCD1445,DAP,USD,CLP
577332_C,Argentina,FGCD1445,FCA,ARS,USD
577332_C,Argentina,FGCD1445,FCA,ARS,USD
577341_C,Argentina,FGCD1445,CPT,USD,ARS
577342_C,Brazil,FGCD1445,FCA,USD,BRL
577344_C,Argentina,FGCD1445,DAP,ARS,USD
577344_C,Argentina,FGCD1445,DAP,ARS,USD
577348_C,Colombia,FGCD1445,CPT,USD,COP
577348_C,Colombia,FGCD1445,DAP,USD,COP
577354_C,Chile,FGCD1445,DAP,USD,CLP
577354_C,Chile,FGCD1445,DAP,USD,CLP
577539_C,Chile,FGCD1445,CPT,USD,CLP
577539_C,Chile,FGCD1445,DAP,USD,CLP
581503_C,Colombia,FGCD1445,DAP,USD,COP
583729_C,Chile,FGCD1445,CPT,USD,CLP
585_C,Argentina,FGCD1445,DAP,USD,ARS
586512_C,Argentina,FGCD1445,FCA,USD,ARS
588116_C,Colombia,FGCD1445,DAP,USD,COP
588847_C,Colombia,FGCD1445,CPT,USD,COP
589445_C,Colombia,FGCD1445,FCA,USD,COP
589605_C,Chile,FGCD1445,DAP,USD,CLP
589605_C,Colombia,FGCD1445,DAP,USD,COP
589633_C,Brazil,FGCD1445,FCA,USD,BRL
589633_C,Colombia,FGCD1445,DAP,USD,COP
589680_C,Argentina,FGCD1445,FCA,USD,ARS
590363_C,Colombia,FGCD1445,FCA,USD,COP
590364_C,Brazil,FGCD1445,DAP,USD,BRL
590364_C,Chile,FGCD1445,DAP,USD,CLP
590368_C,Colombia,FGCD1445,FCA,USD,COP
590368_C,Colombia,FGCD1445,DAP,USD,COP
591456_C,Argentina,FGCD1445,FCA,USD,ARS
60998_C,Brazil,FGCD1445,CPT,USD,BRL
60998_C,Colombia,FGCD1445,DAP,USD,COP
61597_C,Chile,FGCD1445,CPT,USD,CLP
61597_C,Chile,FGCD1445,CPT,USD,CLP
61725_C,Chile,FGCD1445,FCA,USD,EUR
61852_C,Brazil,FGCD1445,FCA,USD,BRL
622_C,Argentina,FGCD1445,DAP,ARS,USD
622_C,Argentina,FGCD1445,DAP,ARS,USD
629_C,Argentina,FGCD1445,DAP,ARS,USD
635_C,Colombia,FGCD1445,DAP,USD,COP
646_C,Argentina,FGCD1445,DAP,ARS,USD
64953_C,Brazil,FGCD1445,DAP,USD,BRL
64955_C,Colombia,FGCD1445,DAP,USD,COP
67104_C,Brazil,FGCD1445,DAP,USD,BRL
67104_C,Brazil,FGCD1445,DAP,USD,BRL
67114_C,Colombia,FGCD1445,DAP,USD,COP
67139537_C,Brazil,FGCD1445,DAP,USD,BRL
67139537_C,Colombia,FGCD1445,DAP,USD,COP
67154487_C,Chile,FGCD1445,FCA,USD,CLP
67154487_C,Chile,FGCD1445,DAP,USD,CLP
67158831_C,Brazil,FGCD1445,FCA,USD,BRL
67170891_C,Brazil,FGCD1445,FCA,USD,BRL
67170933_C,Brazil,FGCD1445,DAP,USD,BRL
67170942_C,Brazil,FGCD1445,DAP,USD,BRL
67170943_C,Brazil,FGCD1445,FCA,USD,BRL
67170945_C,Brazil,FGCD1445,FCA,USD,BRL
67170947_C,Brazil,FGCD1445,DAP,USD,BRL
67170948_C,Brazil,FGCD1445,FCA,USD,BRL
67170948_C,Brazil,FGCD1445,DAP,USD,BRL
67170949_C,Brazil,FGCD1445,DAP,USD,BRL
67170970_C,Brazil,FGCD1445,DAP,USD,BRL
67175542_C,Colombia,FGCD1445,CPT,USD,COP
67175542_C,Colombia,FGCD1445,DAP,USD,COP
67175543_C,Colombia,FGCD1445,DAP,USD,COP
67183643_C,Brazil,FGCD1445,FCA,USD,BRL
67192526_C,Brazil,FGCD1445,DAP,USD,BRL
67192526_C,Colombia,FGCD1445,DAP,USD,COP
67204549_C,Mexico,FGCD1445,DAP,USD,MXN
67204549_C,Brazil,FGCD1445,FCA,USD,BRL
67213617_C,Brazil,FGCD1445,FCA,USD,BRL
67221961_C,Colombia,FGCD1445,DAP,USD,COP
67224835_C,Colombia,FGCD1445,CPT,USD,COP
67228700_C,Colombia,FGCD1445,DAP,USD,COP
67238158_C,Colombia,FGCD1445,DAP,USD,COP
67239236_C,Colombia,FGCD1445,FCA,USD,COP
67239236_C,Colombia,FGCD1445,DAP,USD,COP
67253416_C,Colombia,FGCD1445,DAP,USD,COP
67255078_C,Brazil,FGCD1445,FCA,USD,BRL
67255078_C,Brazil,FGCD1445,DAP,USD,BRL
67259797_C,Brazil,FGCD1445,DAP,USD,BRL
67259799_C,Brazil,FGCD1445,DAP,USD,BRL
67263521_C,Brazil,FGCD1445,FCA,USD,BRL
67265012_C,Argentina,FGCD1445,CPT,ARS,USD
67265012_C,Argentina,FGCD1445,DAP,ARS,USD
67270660_C,Brazil,FGCD1445,FCA,USD,BRL
67270660_C,Brazil,FGCD1445,DAP,USD,BRL
67276605_C,Brazil,FGCD1445,FCA,USD,BRL
67294568_C,Brazil,FGCD1445,DAP,USD,BRL
67294569_C,Brazil,FGCD1445,DAP,EUR,BRL
67294571_C,Brazil,FGCD1445,DAP,EUR,BRL
67294571_C,Brazil,FGCD1445,DAP,USD,BRL
67294571_C,Brazil,FGCD1445,DAP,USD,BRL
67302817_C,Brazil,FGCD1445,FCA,USD,BRL
67307993_C,Colombia,FGCD1445,FCA,USD,COP
67307993_C,Colombia,FGCD1445,DAP,USD,COP
67323848_C,Chile,FGCD1445,DAP,USD,CLP
67323848_C,Chile,FGCD1445,CPT,EUR,CLP
67323848_C,Chile,FGCD1445,DAP,USD,CLP
67323855_C,Colombia,FGCD1445,DAP,USD,COP
67336578_C,Brazil,FGCD1445,FCA,USD,BRL
67336581_C,Brazil,FGCD1445,DAP,USD,BRL
67336582_C,Brazil,FGCD1445,FCA,USD,BRL
67336582_C,Brazil,FGCD1445,DAP,USD,BRL
67336583_C,Brazil,FGCD1445,CPT,USD,BRL
67339417_C,Colombia,FGCD1445,FCA,USD,COP
67339417_C,Colombia,FGCD1445,CPT,USD,COP
67354651_C,Brazil,FGCD1445,DAP,USD,BRL
67354651_C,Colombia,FGCD1445,DAP,USD,COP
67356651_C,Brazil,FGCD1445,FCA,USD,BRL
67356652_C,Brazil,FGCD1445,FCA,USD,BRL
67358306_C,Brazil,FGCD1445,DAP,USD,BRL
67358306_C,Colombia,FGCD1445,DAP,USD,COP
67358306_C,Colombia,FGCD1445,DAP,USD,COP
67358933_C,Colombia,FGCD1445,DAP,USD,COP
67375488_C,Mexico,FGCD1445,FCA,USD,MXN
67382665_C,Brazil,FGCD1445,DAP,USD,BRL
67382667_C,Colombia,FGCD1445,FCA,USD,COP
67382667_C,Colombia,FGCD1445,CPT,USD,COP
67382668_C,Argentina,FGCD1445,FCA,BRL,ARS
67385463_C,Brazil,FGCD1445,DAP,USD,BRL
67386997_C,Argentina,FGCD1445,DAP,ARS,USD
67387008_C,Brazil,FGCD1445,DAP,USD,BRL
67394097_C,Brazil,FGCD1445,FCA,USD,BRL
67394097_C,Brazil,FGCD1445,FCA,USD,BRL
67394097_C,Colombia,FGCD1445,DAP,USD,COP
67394098_C,Brazil,FGCD1445,FCA,USD,BRL
67401497_C,Chile,FGCD1445,DAP,USD,CLP
67401501_C,Chile,FGCD1445,DAP,USD,CLP
67401502_C,Chile,FGCD1445,DAP,USD,CLP
67411770_C,Brazil,FGCD1445,DAP,USD,BRL
67411770_C,Brazil,FGCD1445,FCA,USD,BRL
67411770_C,Brazil,FGCD1445,CPT,USD,BRL
67411770_C,Brazil,FGCD1445,DAP,USD,BRL
67418918_C,Colombia,FGCD1445,DAP,USD,COP
67418918_C,Colombia,FGCD1445,DAP,USD,COP
67418919_C,Brazil,FGCD1445,DAP,EUR,BRL
67418919_C,Brazil,FGCD1445,FCA,USD,BRL
67418919_C,Brazil,FGCD1445,DAP,USD,BRL
67418919_C,Colombia,FGCD1445,DAP,EUR,COP
67418919_C,Colombia,FGCD1445,DAP,USD,COP
67459726_C,Colombia,FGCD1445,DAP,USD,COP
67459729_C,Brazil,FGCD1445,FCA,USD,BRL
67459732_C,Colombia,FGCD1445,DAP,USD,COP
67460472_C,Brazil,FGCD1445,DAP,USD,BRL
67460474_C,Brazil,FGCD1445,DAP,USD,BRL
67460482_C,Brazil,FGCD1445,DAP,USD,BRL
67460491_C,Brazil,FGCD1445,FCA,USD,BRL
67460493_C,Brazil,FGCD1445,DAP,USD,BRL
67460494_C,Brazil,FGCD1445,DAP,USD,BRL
67461063_C,Brazil,FGCD1445,DAP,USD,BRL
67462894_C,Mexico,FGCD1445,FCA,USD,MXN
67473025_C,Chile,FGCD1445,FCA,USD,CLP
67473025_C,Chile,FGCD1445,DAP,USD,CLP
67473579_C,Brazil,FGCD1445,FCA,USD,BRL
67473580_C,Chile,FGCD1445,FCA,BRL,USD
67473580_C,Colombia,FGCD1445,FCA,USD,COP
67476624_C,Brazil,FGCD1445,FCA,USD,BRL
67477762_C,Brazil,FGCD1445,DAP,USD,BRL
67479318_C,Brazil,FGCD1445,DAP,USD,BRL
67479318_C,Brazil,FGCD1445,DAP,USD,BRL
67481863_C,Colombia,FGCD1445,FCA,USD,COP
67481863_C,Colombia,FGCD1445,DAP,USD,COP
67483026_C,Colombia,FGCD1445,FCA,USD,COP
67483026_C,Colombia,FGCD1445,DAP,USD,COP
67484382_C,Brazil,FGCD1445,FCA,USD,BRL
67487744_C,Brazil,FGCD1445,DAP,USD,BRL
67491216_C,Colombia,FGCD1445,DAP,USD,COP
67491219_C,Colombia,FGCD1445,DAP,USD,COP
67492526_C,Colombia,FGCD1445,DAP,USD,COP
67492527_C,Colombia,FGCD1445,DAP,USD,COP
67492528_C,Colombia,FGCD1445,CPT,USD,COP
67494883_C,Colombia,FGCD1445,DAP,USD,COP
67496062_C,Colombia,FGCD1445,DAP,USD,COP
67496062_C,Colombia,FGCD1445,DAP,USD,COP
67496064_C,Colombia,FGCD1445,DAP,USD,COP
67496067_C,Colombia,FGCD1445,DAP,USD,COP
67496190_C,Colombia,FGCD1445,DAP,USD,COP
67496190_C,Colombia,FGCD1445,DAP,USD,COP
67496192_C,Colombia,FGCD1445,DAP,USD,COP
67496192_C,Colombia,FGCD1445,DAP,USD,COP
67498295_C,Colombia,FGCD1445,DAP,USD,COP
67498295_C,Colombia,FGCD1445,DAP,USD,COP
67498298_C,Colombia,FGCD1445,DAP,USD,COP
67498299_C,Colombia,FGCD1445,DAP,USD,COP
67498299_C,Colombia,FGCD1445,DAP,USD,COP
67498303_C,Colombia,FGCD1445,DAP,USD,COP
67498306_C,Colombia,FGCD1445,DAP,USD,COP
67498310_C,Colombia,FGCD1445,DAP,USD,COP
67498310_C,Colombia,FGCD1445,DAP,USD,COP
67498315_C,Colombia,FGCD1445,DAP,USD,COP
67498317_C,Colombia,FGCD1445,DAP,USD,COP
67498317_C,Colombia,FGCD1445,DAP,USD,COP
67498322_C,Colombia,FGCD1445,DAP,USD,COP
67498325_C,Colombia,FGCD1445,DAP,USD,COP
67498330_C,Colombia,FGCD1445,DAP,USD,COP
67498448_C,Colombia,FGCD1445,DAP,USD,COP
67498449_C,Colombia,FGCD1445,DAP,USD,COP
67499586_C,Colombia,FGCD1445,DAP,USD,COP
67500754_C,Mexico,FGCD1445,DAP,USD,MXN
67501925_C,Colombia,FGCD1445,DAP,USD,COP
67501926_C,Colombia,FGCD1445,DAP,USD,COP
67501929_C,Colombia,FGCD1445,DAP,USD,COP
67501931_C,Colombia,FGCD1445,DAP,USD,COP
67501980_C,Colombia,FGCD1445,DAP,USD,COP
67501984_C,Colombia,FGCD1445,DAP,USD,COP
67501984_C,Colombia,FGCD1445,DAP,USD,COP
67502907_C,Colombia,FGCD1445,DAP,USD,COP
67504441_C,Colombia,FGCD1445,DAP,USD,COP
67506330_C,Colombia,FGCD1445,DAP,USD,COP
67506518_C,Brazil,FGCD1445,DAP,EUR,BRL
67506518_C,Brazil,FGCD1445,DAP,USD,BRL
67510302_C,Colombia,FGCD1445,DAP,USD,COP
67510409_C,Colombia,FGCD1445,DAP,USD,COP
67510413_C,Colombia,FGCD1445,CPT,USD,COP
67510413_C,Colombia,FGCD1445,DAP,USD,COP
67510418_C,Colombia,FGCD1445,DAP,USD,COP
67510419_C,Colombia,FGCD1445,FCA,USD,COP
67512164_C,Mexico,FGCD1445,FCA,USD,MXN
67515618_C,Colombia,FGCD1445,DAP,USD,COP
67515621_C,Colombia,FGCD1445,DAP,USD,COP
67516910_C,Colombia,FGCD1445,DAP,USD,COP
67518290_C,Mexico,FGCD1445,FCA,USD,MXN
67520652_C,Mexico,FGCD1445,FCA,USD,MXN
67520656_C,Mexico,FGCD1445,FCA,USD,MXN
67520657_C,Mexico,FGCD1445,FCA,USD,MXN
67520659_C,Mexico,FGCD1445,DAP,MXN,USD
67523181_C,Colombia,FGCD1445,FCA,USD,COP
67523181_C,Colombia,FGCD1445,DAP,USD,COP
67523182_C,Colombia,FGCD1445,FCA,USD,COP
67523182_C,Colombia,FGCD1445,DAP,USD,COP
67523183_C,Colombia,FGCD1445,DAP,USD,COP
67524325_C,Mexico,FGCD1445,DAP,MXN,USD
67524325_C,Mexico,FGCD1445,DAP,MXN,USD
67524440_C,Colombia,FGCD1445,DAP,USD,COP
67524441_C,Colombia,FGCD1445,DAP,USD,COP
67524443_C,Colombia,FGCD1445,DAP,USD,COP
67524445_C,Colombia,FGCD1445,DAP,USD,COP
67524446_C,Colombia,FGCD1445,DAP,USD,COP
67524447_C,Colombia,FGCD1445,DAP,USD,COP
67524555_C,Colombia,FGCD1445,DAP,USD,COP
67524555_C,Colombia,FGCD1445,DAP,USD,COP
67524556_C,Colombia,FGCD1445,DAP,USD,COP
67525330_C,Colombia,FGCD1445,FCA,USD,COP
67525330_C,Colombia,FGCD1445,DAP,USD,COP
67525332_C,Colombia,FGCD1445,FCA,USD,COP
67525332_C,Colombia,FGCD1445,DAP,USD,COP
67525333_C,Colombia,FGCD1445,DAP,USD,COP
67525334_C,Colombia,FGCD1445,FCA,USD,COP
67525334_C,Colombia,FGCD1445,DAP,USD,COP
67525335_C,Colombia,FGCD1445,FCA,USD,COP
67525335_C,Colombia,FGCD1445,DAP,USD,COP
67525336_C,Colombia,FGCD1445,DAP,USD,COP
67525337_C,Colombia,FGCD1445,DAP,USD,COP
67525338_C,Colombia,FGCD1445,DAP,USD,COP
67525349_C,Colombia,FGCD1445,DAP,USD,COP
67525350_C,Colombia,FGCD1445,DAP,USD,COP
67525351_C,Colombia,FGCD1445,DAP,USD,COP
67525363_C,Colombia,FGCD1445,DAP,USD,COP
67526756_C,Colombia,FGCD1445,DAP,USD,COP
67526756_C,Colombia,FGCD1445,DAP,EUR,COP
67526756_C,Colombia,FGCD1445,DAP,USD,COP
67526915_C,Colombia,FGCD1445,DAP,USD,COP
67526916_C,Colombia,FGCD1445,DAP,USD,COP
67526917_C,Colombia,FGCD1445,DAP,USD,COP
67527881_C,Colombia,FGCD1445,FCA,USD,COP
67527881_C,Colombia,FGCD1445,DAP,USD,COP
67527882_C,Colombia,FGCD1445,DAP,USD,COP
67527883_C,Colombia,FGCD1445,FCA,USD,COP
67527883_C,Colombia,FGCD1445,DAP,USD,COP
67527948_C,Colombia,FGCD1445,DAP,USD,COP
67527950_C,Colombia,FGCD1445,DAP,USD,COP
67561978_C,Colombia,FGCD1445,DAP,USD,COP
67561980_C,Colombia,FGCD1445,DAP,USD,COP
67562070_C,Colombia,FGCD1445,FCA,USD,COP
67566869_C,Colombia,FGCD1445,DAP,USD,COP
67573109_C,Argentina,FGCD1445,FCA,USD,ARS
67574430_C,Mexico,FGCD1445,FCA,USD,MXN
67581573_C,Chile,FGCD1445,DAP,USD,CLP
67581573_C,Chile,FGCD1445,CPT,EUR,CLP
67581573_C,Chile,FGCD1445,DAP,USD,CLP
67583941_C,Chile,FGCD1445,DAP,USD,CLP
67583941_C,Chile,FGCD1445,DAP,USD,CLP
67606498_C,Brazil,FGCD1445,FCA,USD,BRL
67606500_C,Brazil,FGCD1445,FCA,USD,BRL
67606502_C,Brazil,FGCD1445,FCA,USD,BRL
67606504_C,Brazil,FGCD1445,FCA,USD,BRL
67610995_C,Chile,FGCD1445,DAP,USD,CLP
67610996_C,Chile,FGCD1445,DAP,USD,CLP
67613010_C,Colombia,FGCD1445,DAP,USD,COP
67613287_C,Brazil,FGCD1445,FCA,USD,BRL
67613288_C,Brazil,FGCD1445,FCA,USD,BRL
67621537_C,Brazil,FGCD1445,FCA,USD,BRL
67621561_C,Mexico,FGCD1445,DAP,USD,MXN
67634459_C,Mexico,FGCD1445,DAP,USD,MXN
67643375_C,Argentina,FGCD1445,DAP,ARS,USD
67648223_C,Brazil,FGCD1445,FCA,USD,BRL
67649412_C,Brazil,FGCD1445,DAP,USD,BRL
67649412_C,Brazil,FGCD1445,DAP,USD,BRL
67649413_C,Brazil,FGCD1445,DAP,USD,BRL
67649415_C,Brazil,FGCD1445,DAP,USD,BRL
67650790_C,Argentina,FGCD1445,FCA,BRL,ARS
67650790_C,Colombia,FGCD1445,FCA,USD,COP
67650794_C,Brazil,FGCD1445,FCA,USD,BRL
67650810_C,Colombia,FGCD1445,FCA,USD,COP
67650811_C,Colombia,FGCD1445,CPT,USD,COP
67650811_C,Colombia,FGCD1445,DAP,USD,COP
67650813_C,Colombia,FGCD1445,FCA,USD,COP
67650813_C,Colombia,FGCD1445,CPT,USD,COP
67651916_C,Colombia,FGCD1445,CPT,USD,COP
67651916_C,Colombia,FGCD1445,DAP,USD,COP
67656660_C,Mexico,FGCD1445,DAP,USD,MXN
67656660_C,Colombia,FGCD1445,FCA,USD,COP
67656660_C,Colombia,FGCD1445,DAP,USD,COP
67662208_C,Argentina,FGCD1445,FCA,USD,ARS
67662208_C,Colombia,FGCD1445,FCA,USD,COP
67662208_C,Colombia,FGCD1445,DAP,USD,COP
67663512_C,Colombia,FGCD1445,FCA,USD,COP
67663512_C,Colombia,FGCD1445,DAP,USD,COP
67664211_C,Brazil,FGCD1445,DAP,USD,BRL
67664213_C,Brazil,FGCD1445,FCA,USD,BRL
67664220_C,Brazil,FGCD1445,DAP,USD,BRL
67669612_C,Brazil,FGCD1445,DAP,USD,BRL
67672761_C,Colombia,FGCD1445,DAP,USD,COP
67683594_C,Brazil,FGCD1445,FCA,EUR,BRL
67684918_C,Colombia,FGCD1445,CPT,USD,COP
67687006_C,Colombia,FGCD1445,FCA,USD,COP
67687006_C,Colombia,FGCD1445,DAP,USD,COP
67693428_C,Mexico,FGCD1445,FCA,USD,MXN
67693428_C,Mexico,FGCD1445,FCA,USD,MXN
67697364_C,Brazil,FGCD1445,FCA,USD,BRL
67726332_C,Colombia,FGCD1445,FCA,USD,COP
67727476_C,Colombia,FGCD1445,FCA,USD,COP
67727476_C,Colombia,FGCD1445,DAP,USD,COP
67730124_C,Chile,FGCD1445,FCA,BRL,USD
67731464_C,Brazil,FGCD1445,FCA,USD,BRL
